Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,WorkLifeBalance,Attrition,EducationField
36,Male,Research & Development,Laboratory Technician,5562,3,Yes,1,3,0,Life Sciences
42,Male,Research & Development,Manager,19613,1,No,4,3,0,Other
35,Male,Research & Development,Laboratory Technician,3407,10,No,3,2,0,Life Sciences
34,Male,Research & Development,Healthcare Representative,5063,8,No,3,2,0,Technical Degree
40,Female,Sales,Sales Executive,4639,5,No,1,3,0,Life Sciences
43,Male,Research & Development,Laboratory Technician,4876,6,No,2,3,0,Technical Degree
35,Male,Research & Development,Laboratory Technician,2690,1,No,4,2,0,Life Sciences
46,Male,Sales,Manager,17567,26,No,1,1,0,Life Sciences
28,Male,Research & Development,Laboratory Technician,2408,1,Yes,2,3,1,Medical
22,Female,Research & Development,Research Scientist,2814,4,Yes,3,2,0,Other
50,Male,Research & Development,Healthcare Representative,11245,30,Yes,3,3,0,Medical
32,Female,Research & Development,Research Scientist,3312,3,No,4,3,0,Other
44,Female,Research & Development,Research Director,19049,22,Yes,4,2,0,Medical
30,Male,Research & Development,Research Scientist,2141,6,No,2,2,0,Medical
45,Female,Research & Development,Laboratory Technician,5769,10,Yes,1,3,0,Medical
45,Male,Sales,Sales Executive,4385,10,No,1,3,0,Marketing
31,Male,Sales,Sales Executive,5332,5,No,1,3,0,Other
36,Female,Research & Development,Manufacturing Director,4663,3,Yes,3,3,0,Life Sciences
34,Male,Research & Development,Manufacturing Director,4724,9,No,4,3,0,Life Sciences
49,Female,Research & Development,Laboratory Technician,3211,9,No,1,2,0,Life Sciences
39,Male,Research & Development,Manufacturing Director,5377,7,No,1,3,0,Medical
27,Male,Research & Development,Laboratory Technician,4066,7,No,1,3,0,Other
35,Male,Research & Development,Research Scientist,5208,16,No,1,3,0,Life Sciences
28,Female,Research & Development,Manufacturing Director,4877,5,No,1,2,0,Medical
21,Male,Research & Development,Research Scientist,3117,2,No,4,3,0,Medical
18,Female,Sales,Sales Representative,1569,0,Yes,4,4,1,Medical
47,Female,Human Resources,Manager,19658,5,No,3,3,0,Life Sciences
39,Male,Research & Development,Laboratory Technician,3069,10,No,3,3,0,Medical
40,Female,Research & Development,Manufacturing Director,10435,18,No,3,3,0,Life Sciences
35,Female,Research & Development,Healthcare Representative,4148,14,No,3,3,0,Life Sciences
37,Male,Research & Development,Manufacturing Director,5768,4,No,3,2,0,Life Sciences
39,Female,Research & Development,Manufacturing Director,5042,9,No,3,1,0,Medical
45,Female,Research & Development,Manufacturing Director,5770,10,No,4,3,0,Other
38,Female,Research & Development,Manufacturing Director,7756,5,Yes,3,4,0,Medical
35,Male,Sales,Sales Executive,10306,13,No,1,3,1,Medical
37,Female,Research & Development,Research Scientist,3936,8,No,2,1,0,Medical
40,Female,Research & Development,Manufacturing Director,7945,4,Yes,4,2,0,Life Sciences
44,Male,Human Resources,Human Resources,5743,10,Yes,4,3,0,Human Resources
48,Male,Research & Development,Manager,15202,2,No,4,3,0,Medical
35,Male,Sales,Sales Executive,5440,2,Yes,4,2,1,Medical
24,Female,Research & Development,Research Scientist,3760,6,Yes,4,3,0,Technical Degree
27,Female,Research & Development,Research Scientist,3517,3,No,3,3,0,Medical
27,Male,Research & Development,Research Scientist,2580,4,No,4,2,0,Medical
40,Male,Research & Development,Laboratory Technician,2166,4,Yes,1,1,1,Life Sciences
29,Male,Sales,Sales Executive,5869,5,No,3,3,0,Medical
36,Female,Research & Development,Healthcare Representative,8008,3,No,1,3,0,Life Sciences
25,Male,Research & Development,Manufacturing Director,5206,7,No,3,3,0,Life Sciences
39,Male,Research & Development,Manufacturing Director,5295,5,No,2,3,0,Medical
49,Female,Research & Development,Research Director,16413,4,No,2,3,0,Other
50,Female,Research & Development,Research Director,13269,14,No,1,3,0,Life Sciences
20,Female,Sales,Sales Representative,2783,2,No,3,3,0,Medical
34,Female,Research & Development,Research Scientist,5433,11,No,2,3,0,Life Sciences
36,Male,Research & Development,Laboratory Technician,2013,4,No,2,3,0,Life Sciences
49,Female,Research & Development,Healthcare Representative,13966,15,Yes,3,3,0,Life Sciences
36,Female,Research & Development,Manufacturing Director,4374,3,No,3,3,0,Medical
36,Male,Research & Development,Healthcare Representative,6842,5,No,1,3,0,Life Sciences
54,Female,Research & Development,Manager,17426,10,No,3,3,0,Medical
43,Male,Research & Development,Research Director,17603,14,No,3,3,0,Life Sciences
35,Male,Sales,Sales Executive,4581,11,Yes,4,4,1,Other
38,Male,Research & Development,Research Scientist,4735,13,No,4,4,0,Life Sciences
29,Male,Sales,Sales Executive,4187,10,Yes,2,2,0,Medical
33,Male,Sales,Sales Executive,5505,6,No,4,3,0,Medical
32,Male,Research & Development,Research Scientist,5470,9,No,2,2,0,Medical
31,Female,Sales,Sales Executive,5476,10,No,4,3,0,Life Sciences
49,Female,Research & Development,Laboratory Technician,2587,2,Yes,1,2,0,Medical
38,Female,Research & Development,Laboratory Technician,2440,4,No,2,3,0,Medical
47,Female,Sales,Manager,15972,3,No,2,3,0,Life Sciences
49,Male,Research & Development,Manager,15379,8,No,3,3,0,Life Sciences
41,Male,Sales,Sales Executive,7082,2,Yes,3,3,0,Life Sciences
20,Male,Sales,Sales Representative,2728,2,No,1,3,0,Life Sciences
33,Female,Sales,Sales Executive,5368,6,Yes,4,3,0,Life Sciences
36,Male,Research & Development,Healthcare Representative,5347,3,No,3,2,0,Life Sciences
44,Female,Human Resources,Human Resources,3195,2,Yes,4,3,0,Life Sciences
23,Male,Research & Development,Laboratory Technician,3989,5,Yes,3,3,1,Medical
38,Female,Research & Development,Laboratory Technician,3306,0,No,3,2,0,Medical
53,Male,Research & Development,Healthcare Representative,7005,4,No,4,3,0,Medical
48,Female,Sales,Sales Representative,2655,9,Yes,3,3,1,Medical
32,Male,Research & Development,Laboratory Technician,1393,1,No,2,3,1,Life Sciences
26,Male,Research & Development,Laboratory Technician,2570,7,No,4,3,0,Medical
55,Male,Research & Development,Research Scientist,3537,4,No,2,3,0,Technical Degree
34,Male,Research & Development,Laboratory Technician,3986,15,No,4,4,0,Medical
60,Male,Research & Development,Healthcare Representative,10883,1,No,4,4,0,Medical
33,Male,Research & Development,Laboratory Technician,2028,14,No,2,3,0,Medical
37,Male,Sales,Sales Executive,9525,6,No,4,2,0,Medical
34,Female,Research & Development,Research Scientist,2929,10,No,4,3,0,Life Sciences
23,Male,Sales,Sales Representative,2275,3,Yes,4,3,1,Life Sciences
44,Female,Research & Development,Healthcare Representative,7879,8,Yes,4,3,0,Life Sciences
35,Male,Research & Development,Research Scientist,4930,5,Yes,4,4,0,Medical
43,Male,Sales,Sales Executive,7847,10,Yes,4,3,0,Medical
24,Male,Research & Development,Research Scientist,4401,5,No,3,3,0,Medical
41,Male,Sales,Sales Executive,9241,10,No,3,3,0,Marketing
29,Female,Research & Development,Laboratory Technician,2974,5,No,3,3,0,Medical
36,Female,Sales,Sales Representative,4502,13,No,4,2,0,Life Sciences
45,Male,Research & Development,Healthcare Representative,10748,23,No,3,2,0,Life Sciences
24,Male,Human Resources,Human Resources,1555,1,No,3,3,1,Human Resources
47,Male,Sales,Sales Executive,12936,23,No,3,1,1,Life Sciences
26,Male,Research & Development,Laboratory Technician,2305,3,No,3,4,0,Medical
45,Female,Research & Development,Research Director,16704,21,No,2,3,0,Technical Degree
32,Male,Research & Development,Research Scientist,3433,5,No,3,2,0,Life Sciences
31,Male,Research & Development,Laboratory Technician,3477,5,No,3,4,0,Life Sciences
41,Male,Human Resources,Human Resources,6430,3,No,2,3,0,Human Resources
40,Female,Research & Development,Manufacturing Director,6516,1,Yes,1,3,0,Life Sciences
24,Male,Research & Development,Laboratory Technician,3907,6,No,1,4,0,Medical
46,Male,Research & Development,Healthcare Representative,5562,10,No,2,3,0,Life Sciences
35,Male,Research & Development,Manufacturing Director,6883,7,No,3,3,0,Life Sciences
30,Male,Research & Development,Research Scientist,2862,10,No,4,2,0,Life Sciences
47,Male,Sales,Sales Executive,4978,1,No,2,1,0,Marketing
46,Male,Sales,Sales Executive,10368,10,Yes,4,2,0,Life Sciences
36,Male,Sales,Sales Executive,6134,2,Yes,1,3,1,Marketing
32,Male,Sales,Sales Executive,6735,0,No,2,3,1,Life Sciences
23,Female,Research & Development,Laboratory Technician,3295,3,No,2,1,0,Medical
31,Female,Research & Development,Manufacturing Director,5238,5,No,4,2,0,Technical Degree
39,Male,Research & Development,Laboratory Technician,6472,9,Yes,4,3,0,Life Sciences
32,Male,Sales,Sales Executive,9610,4,No,3,1,0,Life Sciences
40,Male,Sales,Manager,19833,21,No,2,2,0,Medical
45,Female,Human Resources,Human Resources,9756,5,No,3,4,0,Life Sciences
30,Female,Research & Development,Research Scientist,4968,9,No,1,3,0,Technical Degree
24,Male,Human Resources,Human Resources,2145,2,No,4,3,0,Medical
30,Female,Human Resources,Human Resources,2180,4,No,4,2,1,Human Resources
31,Male,Sales,Sales Executive,8346,5,No,3,3,0,Technical Degree
27,Female,Research & Development,Research Scientist,3445,6,No,4,2,0,Medical
29,Female,Sales,Sales Representative,2760,2,No,2,3,1,Marketing
29,Male,Research & Development,Healthcare Representative,6294,3,Yes,3,4,0,Life Sciences
30,Male,Sales,Sales Executive,7140,7,No,1,3,0,Marketing
34,Male,Research & Development,Research Scientist,2932,5,Yes,4,3,0,Medical
33,Female,Sales,Sales Executive,5147,11,No,2,2,0,Marketing
49,Female,Sales,Sales Executive,4507,5,No,4,4,0,Marketing
33,Female,Sales,Sales Executive,8564,0,Yes,1,2,1,Life Sciences
38,Female,Research & Development,Laboratory Technician,2468,6,No,2,2,0,Medical
31,Male,Sales,Sales Executive,8161,1,No,3,3,1,Marketing
29,Female,Research & Development,Research Scientist,2109,1,No,1,3,0,Technical Degree
30,Male,Research & Development,Healthcare Representative,5294,7,No,3,3,0,Life Sciences
32,Male,Research & Development,Research Scientist,2718,7,No,2,3,0,Technical Degree
38,Male,Research & Development,Healthcare Representative,5811,1,Yes,4,3,0,Medical
43,Male,Research & Development,Research Scientist,2437,1,Yes,3,3,1,Technical Degree
42,Male,Research & Development,Laboratory Technician,2766,5,No,2,2,0,Medical
55,Male,Research & Development,Research Director,19038,1,No,1,3,0,Medical
33,Male,Research & Development,Research Scientist,3055,9,No,2,2,0,Technical Degree
41,Male,Research & Development,Laboratory Technician,2289,5,No,1,3,0,Life Sciences
34,Male,Sales,Sales Executive,4001,15,Yes,3,3,0,Life Sciences
53,Female,Research & Development,Manufacturing Director,12965,3,Yes,3,2,0,Medical
43,Male,Human Resources,Human Resources,3539,9,No,4,3,0,Life Sciences
34,Female,Sales,Sales Executive,6029,2,No,4,3,0,Life Sciences
21,Male,Sales,Sales Representative,2679,1,No,2,3,1,Marketing
38,Female,Research & Development,Laboratory Technician,3702,5,No,3,3,0,Other
22,Female,Research & Development,Laboratory Technician,2398,1,Yes,1,3,1,Medical
31,Female,Sales,Sales Executive,5468,12,No,4,3,0,Marketing
51,Female,Research & Development,Manager,13116,2,No,3,3,0,Technical Degree
37,Male,Sales,Sales Executive,4189,5,No,2,3,0,Marketing
46,Male,Research & Development,Research Director,19328,2,Yes,4,3,0,Medical
36,Male,Research & Development,Healthcare Representative,8321,12,Yes,1,3,0,Life Sciences
44,Male,Research & Development,Research Scientist,2342,5,Yes,2,2,1,Medical
37,Male,Human Resources,Human Resources,4071,10,No,2,2,0,Other
35,Male,Sales,Sales Executive,5813,10,Yes,4,3,1,Life Sciences
33,Male,Research & Development,Research Scientist,3143,10,No,1,3,0,Life Sciences
28,Male,Research & Development,Research Scientist,2044,5,No,4,4,0,Life Sciences
39,Male,Research & Development,Research Director,13464,4,No,3,3,0,Medical
46,Male,Sales,Sales Executive,7991,2,No,2,3,0,Life Sciences
40,Female,Research & Development,Laboratory Technician,3377,4,No,1,2,0,Life Sciences
42,Male,Research & Development,Healthcare Representative,5538,0,No,1,2,0,Medical
35,Male,Research & Development,Manufacturing Director,5762,7,No,4,3,0,Medical
38,Male,Human Resources,Human Resources,2592,11,No,2,3,0,Human Resources
34,Male,Research & Development,Laboratory Technician,5346,7,No,1,2,1,Life Sciences
37,Male,Research & Development,Manufacturing Director,4213,10,No,1,1,1,Medical
39,Male,Sales,Sales Executive,4127,2,No,4,3,0,Life Sciences
43,Male,Research & Development,Research Scientist,2438,3,No,3,2,0,Life Sciences
41,Male,Research & Development,Healthcare Representative,6870,3,No,2,1,0,Life Sciences
41,Female,Sales,Sales Executive,10447,22,Yes,3,4,0,Marketing
30,Female,Research & Development,Manufacturing Director,9667,7,No,3,3,0,Medical
26,Female,Human Resources,Human Resources,2148,5,Yes,2,3,1,Medical
46,Female,Research & Development,Healthcare Representative,8926,9,No,2,4,1,Medical
40,Female,Research & Development,Healthcare Representative,6513,5,No,4,3,0,Life Sciences
34,Male,Sales,Sales Executive,6799,10,No,3,3,0,Technical Degree
58,Male,Sales,Manager,16291,16,No,2,2,0,Medical
35,Male,Research & Development,Laboratory Technician,2705,5,No,3,4,0,Medical
47,Female,Research & Development,Manufacturing Director,10333,22,Yes,2,3,0,Life Sciences
40,Female,Research & Development,Healthcare Representative,4448,7,No,1,3,0,Life Sciences
54,Female,Research & Development,Research Scientist,6854,7,No,4,2,0,Medical
31,Female,Sales,Sales Executive,9637,3,No,1,3,0,Marketing
28,Female,Research & Development,Research Scientist,3591,3,No,1,3,0,Medical
38,Female,Sales,Sales Representative,5405,4,Yes,4,2,0,Marketing
26,Male,Sales,Sales Executive,4684,5,No,4,3,0,Medical
58,Male,Research & Development,Research Director,15787,2,Yes,3,3,0,Life Sciences
18,Female,Research & Development,Research Scientist,1514,0,No,3,1,0,Medical
31,Male,Human Resources,Human Resources,2956,1,No,1,3,1,Human Resources
29,Male,Human Resources,Human Resources,2335,2,Yes,1,3,1,Human Resources
45,Female,Sales,Sales Executive,5154,8,No,3,4,0,Life Sciences
36,Female,Research & Development,Research Scientist,6962,1,Yes,2,3,0,Other
43,Male,Sales,Sales Executive,5675,7,No,4,3,0,Life Sciences
27,Female,Research & Development,Laboratory Technician,2379,5,Yes,4,2,0,Life Sciences
29,Male,Research & Development,Laboratory Technician,3812,11,No,4,4,0,Medical
32,Male,Sales,Sales Executive,4648,0,No,4,4,0,Marketing
42,Male,Research & Development,Research Scientist,2936,6,No,3,2,0,Technical Degree
47,Female,Research & Development,Laboratory Technician,2105,2,No,3,3,0,Life Sciences
46,Male,Research & Development,Manufacturing Director,8578,9,No,4,2,0,Life Sciences
28,Male,Human Resources,Human Resources,2706,3,No,4,3,0,Life Sciences
29,Male,Research & Development,Healthcare Representative,6384,7,No,3,3,0,Life Sciences
42,Male,Research & Development,Laboratory Technician,3968,0,No,3,3,0,Life Sciences
32,Male,Sales,Sales Executive,9907,2,Yes,2,2,1,Marketing
46,Female,Sales,Sales Executive,13225,19,No,1,3,0,Technical Degree
27,Female,Sales,Sales Representative,3540,9,No,3,3,0,Medical
29,Male,Human Resources,Human Resources,2804,1,No,2,3,0,Medical
43,Female,Research & Development,Manager,19392,16,No,3,3,0,Medical
48,Male,Research & Development,Research Director,19665,22,No,2,3,0,Life Sciences
29,Male,Research & Development,Research Scientist,2439,1,Yes,4,2,1,Life Sciences
46,Female,Sales,Sales Executive,7314,8,No,2,3,1,Life Sciences
27,Female,Research & Development,Research Scientist,4774,7,No,1,2,0,Life Sciences
39,Male,Research & Development,Research Scientist,3902,2,No,4,3,0,Other
55,Male,Research & Development,Research Scientist,2662,5,No,4,4,0,Technical Degree
28,Female,Sales,Sales Representative,2856,1,No,2,3,0,Medical
30,Male,Sales,Sales Representative,1081,1,No,4,2,1,Medical
22,Male,Research & Development,Research Scientist,2472,1,Yes,2,3,1,Life Sciences
36,Female,Sales,Sales Executive,5673,10,Yes,3,3,0,Technical Degree
31,Male,Research & Development,Laboratory Technician,4197,10,No,3,3,0,Life Sciences
34,Male,Sales,Sales Executive,9713,5,Yes,4,3,0,Life Sciences
29,Male,Research & Development,Laboratory Technician,2062,3,No,1,3,0,Life Sciences
37,Male,Research & Development,Research Scientist,4284,5,Yes,1,3,0,Medical
35,Female,Research & Development,Manufacturing Director,4788,3,Yes,2,3,0,Other
45,Female,Research & Development,Manufacturing Director,5906,9,No,4,2,0,Life Sciences
36,Male,Human Resources,Human Resources,3886,10,No,4,2,0,Human Resources
40,Male,Research & Development,Manager,16823,19,No,1,3,0,Life Sciences
26,Female,Research & Development,Research Scientist,2933,1,Yes,3,2,0,Life Sciences
27,Female,Sales,Sales Executive,6500,8,No,3,2,0,Medical
48,Female,Research & Development,Manager,17174,22,No,4,3,0,Medical
44,Male,Research & Development,Healthcare Representative,5033,2,No,1,3,0,Life Sciences
34,Male,Research & Development,Research Scientist,2307,5,Yes,1,3,1,Technical Degree
56,Male,Research & Development,Laboratory Technician,2587,4,No,4,3,1,Life Sciences
36,Male,Sales,Sales Executive,5507,4,No,2,1,0,Marketing
41,Female,Sales,Sales Executive,4393,5,No,2,3,0,Marketing
42,Male,Research & Development,Research Director,13348,13,No,1,4,0,Medical
31,Female,Sales,Sales Executive,6583,5,Yes,4,3,0,Medical
34,Female,Sales,Sales Executive,8103,4,Yes,4,2,0,Medical
31,Female,Research & Development,Laboratory Technician,3978,2,No,3,2,0,Medical
26,Male,Research & Development,Laboratory Technician,2544,7,No,4,3,0,Other
45,Male,Research & Development,Healthcare Representative,5399,4,No,3,3,0,Medical
33,Male,Sales,Sales Executive,5487,10,No,3,2,0,Marketing
28,Male,Sales,Sales Executive,6834,7,Yes,4,3,0,Life Sciences
29,Male,Sales,Sales Representative,1091,1,No,1,3,1,Technical Degree
39,Female,Sales,Sales Executive,5736,3,No,3,3,0,Life Sciences
27,Male,Research & Development,Research Scientist,2226,5,No,2,2,0,Technical Degree
34,Male,Research & Development,Research Scientist,5747,15,Yes,4,3,0,Other
28,Female,Sales,Sales Executive,9854,2,Yes,3,3,1,Marketing
47,Male,Research & Development,Research Scientist,5467,8,No,2,4,0,Technical Degree
56,Female,Sales,Sales Executive,5380,0,No,1,3,0,Marketing
39,Male,Research & Development,Manufacturing Director,5151,10,No,1,3,0,Medical
38,Female,Research & Development,Research Scientist,2133,20,Yes,2,3,0,Medical
58,Female,Sales,Manager,17875,1,Yes,4,2,0,Life Sciences
32,Female,Research & Development,Research Scientist,2432,4,Yes,3,3,1,Life Sciences
38,Male,Research & Development,Research Scientist,4771,5,No,4,4,0,Life Sciences
49,Male,Research & Development,Research Director,19161,5,No,4,3,0,Life Sciences
42,Male,Sales,Sales Executive,5087,0,Yes,4,3,0,Marketing
27,Female,Human Resources,Human Resources,2863,1,No,2,3,1,Human Resources
35,Male,Sales,Sales Executive,5561,5,No,1,1,0,Medical
28,Male,Research & Development,Research Scientist,2144,5,No,3,2,0,Medical
31,Male,Research & Development,Research Scientist,3065,4,Yes,1,4,0,Medical
36,Male,Research & Development,Laboratory Technician,2810,5,No,2,3,0,Life Sciences
34,Male,Sales,Sales Executive,9888,14,No,4,2,0,Marketing
34,Male,Sales,Sales Executive,8628,8,No,3,2,0,Medical
26,Male,Research & Development,Laboratory Technician,2867,7,No,1,2,0,Medical
29,Male,Research & Development,Healthcare Representative,5373,5,No,1,2,0,Life Sciences
32,Female,Research & Development,Healthcare Representative,6667,5,No,4,3,0,Medical
31,Male,Research & Development,Research Scientist,5003,10,No,1,3,0,Life Sciences
28,Male,Research & Development,Laboratory Technician,2367,4,No,4,2,1,Technical Degree
38,Male,Sales,Sales Representative,2858,1,No,1,2,0,Life Sciences
35,Female,Sales,Sales Executive,5204,10,Yes,4,3,0,Life Sciences
27,Male,Sales,Sales Executive,4105,7,No,4,3,0,Marketing
32,Male,Research & Development,Manufacturing Director,9679,1,No,4,3,0,Life Sciences
31,Male,Sales,Sales Executive,5617,10,Yes,4,3,1,Marketing
53,Male,Sales,Sales Executive,10448,2,Yes,1,2,1,Life Sciences
54,Female,Research & Development,Research Scientist,2897,4,No,3,2,0,Life Sciences
33,Male,Research & Development,Healthcare Representative,5968,9,No,3,3,0,Life Sciences
43,Male,Research & Development,Healthcare Representative,7510,10,No,3,3,0,Life Sciences
38,Male,Human Resources,Human Resources,2991,6,Yes,2,3,0,Other
55,Male,Human Resources,Manager,19636,10,Yes,2,3,0,Human Resources
31,Female,Research & Development,Laboratory Technician,1129,1,Yes,4,3,0,Medical
39,Male,Sales,Sales Executive,13341,20,No,1,3,0,Marketing
42,Male,Research & Development,Research Scientist,4332,20,No,3,3,0,Life Sciences
31,Female,Research & Development,Research Director,11031,11,No,3,4,0,Medical
54,Female,Research & Development,Manufacturing Director,4440,5,Yes,1,3,0,Medical
24,Male,Research & Development,Healthcare Representative,4617,4,No,3,2,0,Life Sciences
23,Male,Research & Development,Laboratory Technician,2647,5,No,4,4,0,Other
40,Female,Research & Development,Laboratory Technician,6323,10,No,3,4,0,Technical Degree
40,Female,Sales,Sales Executive,5677,11,No,2,3,0,Marketing
25,Female,Human Resources,Human Resources,2187,2,No,2,3,0,Human Resources
30,Male,Research & Development,Laboratory Technician,3748,12,No,2,2,0,Medical
25,Male,Research & Development,Laboratory Technician,3977,2,Yes,3,2,0,Other
47,Male,Research & Development,Healthcare Representative,8633,17,No,3,3,0,Medical
33,Male,Research & Development,Laboratory Technician,2008,1,No,3,2,0,Medical
38,Male,Sales,Sales Executive,4440,15,No,2,3,0,Life Sciences
31,Male,Sales,Sales Representative,3067,2,No,3,3,0,Life Sciences
38,Male,Research & Development,Manufacturing Director,5321,8,No,3,3,0,Life Sciences
42,Male,Research & Development,Research Scientist,5410,4,Yes,1,2,0,Life Sciences
41,Male,Research & Development,Research Scientist,2782,5,No,4,3,0,Life Sciences
47,Female,Research & Development,Research Director,11957,13,No,2,1,0,Medical
35,Male,Research & Development,Laboratory Technician,2660,2,Yes,3,3,0,Medical
22,Male,Research & Development,Research Scientist,3375,3,No,3,4,0,Life Sciences
35,Male,Research & Development,Research Scientist,5098,10,No,3,3,0,Medical
33,Female,Research & Development,Healthcare Representative,4878,9,Yes,4,3,0,Medical
32,Female,Research & Development,Laboratory Technician,2837,6,No,2,3,0,Life Sciences
40,Male,Research & Development,Laboratory Technician,2406,1,No,4,2,0,Life Sciences
32,Male,Sales,Sales Representative,2269,2,No,2,3,0,Medical
39,Male,Research & Development,Research Scientist,4108,7,No,4,3,0,Life Sciences
38,Female,Research & Development,Research Director,13206,18,No,3,3,0,Medical
32,Female,Sales,Sales Executive,10422,14,No,4,3,0,Marketing
37,Female,Research & Development,Research Director,13744,16,Yes,4,3,0,Life Sciences
25,Female,Sales,Sales Executive,4907,5,Yes,3,2,0,Other
52,Male,Sales,Sales Representative,3482,9,No,4,2,0,Life Sciences
44,Male,Research & Development,Research Scientist,2436,4,Yes,4,3,0,Medical
21,Male,Sales,Sales Representative,2380,2,Yes,1,3,0,Medical
39,Male,Research & Development,Manager,19431,6,No,4,2,0,Life Sciences
23,Male,Sales,Sales Representative,1790,1,No,1,2,1,Marketing
36,Female,Sales,Sales Executive,7644,9,No,4,3,0,Medical
36,Female,Research & Development,Manufacturing Director,5131,4,No,2,3,0,Life Sciences
56,Male,Research & Development,Healthcare Representative,6306,13,No,3,2,0,Life Sciences
29,Male,Research & Development,Research Scientist,4787,2,Yes,4,4,1,Medical
42,Male,Research & Development,Manager,18880,22,No,3,2,0,Life Sciences
56,Male,Research & Development,Laboratory Technician,2339,10,No,3,1,1,Technical Degree
41,Female,Research & Development,Manufacturing Director,13570,20,No,2,3,0,Life Sciences
34,Female,Sales,Sales Executive,6712,8,No,3,3,0,Marketing
36,Male,Sales,Sales Executive,5406,15,No,4,2,0,Marketing
41,Male,Sales,Sales Executive,8938,5,No,2,3,0,Life Sciences
32,Male,Research & Development,Research Scientist,2439,4,No,1,3,0,Technical Degree
35,Female,Human Resources,Human Resources,8837,9,Yes,4,3,0,Life Sciences
38,Female,Sales,Sales Executive,5343,10,No,4,3,0,Life Sciences
50,Male,Sales,Sales Executive,6728,6,No,3,3,1,Life Sciences
36,Female,Sales,Sales Executive,6652,6,No,4,2,0,Marketing
45,Female,Sales,Sales Executive,4850,5,No,3,3,0,Life Sciences
40,Male,Research & Development,Research Scientist,2809,2,No,3,3,0,Life Sciences
35,Male,Research & Development,Healthcare Representative,5689,10,Yes,3,4,0,Life Sciences
40,Female,Research & Development,Research Scientist,2001,5,No,3,3,0,Medical
35,Female,Research & Development,Research Scientist,2977,4,No,4,3,0,Life Sciences
29,Male,Research & Development,Laboratory Technician,4025,4,Yes,2,3,0,Other
29,Female,Research & Development,Research Scientist,3785,5,No,1,1,0,Medical
50,Male,Sales,Sales Executive,10854,3,Yes,1,3,1,Marketing
39,Female,Sales,Sales Executive,12031,20,No,4,2,0,Marketing
31,Male,Research & Development,Manufacturing Director,9936,9,No,1,3,0,Medical
26,Female,Sales,Sales Representative,2966,4,No,3,3,0,Other
36,Male,Research & Development,Laboratory Technician,2571,5,No,4,3,0,Medical
39,Male,Research & Development,Healthcare Representative,9991,7,No,1,3,0,Medical
27,Male,Research & Development,Manufacturing Director,6142,6,Yes,2,3,0,Life Sciences
49,Male,Sales,Sales Executive,5390,9,No,2,2,0,Medical
34,Male,Research & Development,Laboratory Technician,4404,4,No,3,4,0,Medical
